	userId	Reputation	Views	UpVotes	DownVotes	postId	Score	ViewCount	CommentCount	Outlier
28106	8927	1354	430	100	5	23091	4	69	2	Views
28107	8927	1354	430	100	5	23668	1	572	5	Views
28114	8927	1354	430	100	5	25940	6	623	10	Views
28115	8927	1354	430	100	5	26001	3	399	0	Views
28118	8927	1354	430	100	5	26371	1	266	3	Views
28121	8927	1354	430	100	5	26435	3	215	0	Views
28132	8927	1354	430	100	5	28067	27	1134	6	Views
28137	8927	1354	430	100	5	41621	4	80	1	Views
28138	8927	1354	430	100	5	45933	0	260	0	Views
28215	9007	1318	309	456	31	22451	0	180	1	Views
28217	9007	1318	309	456	31	23781	2	2044	3	Views
28218	9007	1318	309	456	31	23785	14	882	3	Views
28219	9007	1318	309	456	31	23841	2	221	4	Views
28220	9007	1318	309	456	31	24079	1	635	0	Views
28221	9007	1318	309	456	31	24604	4	152	5	Views
28222	9007	1318	309	456	31	24605	2	457	3	Views
28224	9007	1318	309	456	31	24978	2	502	0	Views
28234	9007	1318	309	456	31	25506	18	1517	3	Views
28235	9007	1318	309	456	31	25528	2	174	0	Views
28236	9007	1318	309	456	31	25899	7	225	6	Views
28239	9007	1318	309	456	31	26323	2	473	5	Views
28244	9007	1318	309	456	31	27146	27	1413	0	Views
28245	9007	1318	309	456	31	27213	4	496	6	Views
28248	9007	1318	309	456	31	27508	1	177	2	Views
28249	9007	1318	309	456	31	27512	10	369	9	Views
28252	9007	1318	309	456	31	32370	6	331	11	Views
28253	9007	1318	309	456	31	32984	7	195	1	Views
28254	9007	1318	309	456	31	33814	2	184	3	Views
28255	9007	1318	309	456	31	33823	7	745	4	Views
28256	9007	1318	309	456	31	35220	10	573	1	Views
28257	9007	1318	309	456	31	38452	1	62	5	Views
28260	9007	1318	309	456	31	41726	23	1503	6	Views
28263	9007	1318	309	456	31	43719	4	180	1	Views
28469	9174	1921	267	154	11	22742	2	933	8	Views
28470	9174	1921	267	154	11	25071	3	258	4	Views
28471	9174	1921	267	154	11	26056	4	157	2	Views
28479	9174	1921	267	154	11	27206	3	641	0	Views
28481	9174	1921	267	154	11	27539	3	140	4	Views
28486	9174	1921	267	154	11	28714	2	164	4	Views
28490	9174	1921	267	154	11	31321	4	429	1	Views
28496	9174	1921	267	154	11	32246	10	1175	8	Views
28498	9174	1921	267	154	11	32682	6	190	0	Views
28499	9174	1921	267	154	11	32976	2	164	0	Views
28501	9174	1921	267	154	11	34257	9	420	0	Views
28654	9253	1076	263	165	5	22951	4	404	1	Views
28656	9253	1076	263	165	5	23320	6	474	2	Views
28664	9253	1076	263	165	5	26587	0	436	5	Views
28674	9253	1076	263	165	5	30881	1	172	1	Views
28676	9253	1076	263	165	5	38123	2	521	0	Views
28893	9394	9800	946	1273	54	37368	11	249	2	Views
28900	9394	9800	946	1273	54	38403	21	938	6	Views
28901	9394	9800	946	1273	54	38420	40	2962	5	Views
29305	9738	1725	217	246	1	24681	10	495	7	Views
29620	10026	1151	214	138	13	29501	1	198	1	Views
29626	10026	1151	214	138	13	32041	1	114	2	Views
29628	10026	1151	214	138	13	37702	2	45	2	Views
29630	10026	1151	214	138	13	38491	2	331	3	Views
29633	10026	1151	214	138	13	45203	2	88	3	Views
29634	10026	1151	214	138	13	45870	2	209	3	Views
29636	10026	1151	214	138	13	46326	4	136	0	Views
29991	10286	227	201	0	0	26813	-2	187	0	Views
29992	10286	227	201	0	0	26875	-3	245	4	Views
29993	10286	227	201	0	0	33717	0	192	0	Views
30235	10479	870	361	26	0	31216	0	136	4	Views
30409	10619	298	627	64	12	26485	6	1714	3	Views
30410	10619	298	627	64	12	30397	4	1737	8	Views
30412	10619	298	627	64	12	31851	-4	16957	5	Views
30413	10619	298	627	64	12	31876	0	373	3	Views
30414	10619	298	627	64	12	31920	1	176	6	Views
30703	10849	7246	582	403	5	28715	6	1737	8	Views
30784	10849	7246	582	403	5	30982	9	766	3	Views
30793	10849	7246	582	403	5	33027	5	272	5	Views
30815	10849	7246	582	403	5	34465	16	2358	5	Views
30821	10849	7246	582	403	5	36086	12	316	4	Views
30837	10849	7246	582	403	5	43097	4	92	0	Views
31068	11032	22275	7395	2619	42	27656	9	1489	10	Views
31101	11032	22275	7395	2619	42	27821	5	362	7	Views
31181	11032	22275	7395	2619	42	28815	1	395	14	Views
31265	11032	22275	7395	2619	42	29614	10	882	4	Views
31584	11032	22275	7395	2619	42	32742	11	990	8	Views
31671	11032	22275	7395	2619	42	33848	9	594	7	Views
31729	11032	22275	7395	2619	42	34582	6	2199	16	Views
31857	11032	22275	7395	2619	42	35956	32	1449	6	Views
31860	11032	22275	7395	2619	42	36006	8	246	2	Views
31937	11032	22275	7395	2619	42	37794	6	541	0	Views
31957	11032	22275	7395	2619	42	38023	12	489	9	Views
31997	11032	22275	7395	2619	42	38552	6	265	9	Views
32354	11372	1	227	0	0	28642	-13	749	10	Views
32355	11372	1	227	0	0	28695	-4	374	5	Views
32698	11639	1646	224	31	0	30054	5	1204	5	Views
32954	11867	3174	540	244	4	30257	3	193	0	Views
32956	11867	3174	540	244	4	30532	1	116	0	Views
32961	11867	3174	540	244	4	32174	3	518	6	Views
32962	11867	3174	540	244	4	32936	11	363	1	Views
32964	11867	3174	540	244	4	41023	0	76	2	Views
32968	11867	3174	540	244	4	44445	24	666	12	Views
32973	11867	3174	540	244	4	45248	1	44	3	Views
32976	11867	3174	540	244	4	45947	2	426	4	Views
33045	11887	2555	284	460	57	38494	2	302	8	Views
33175	11981	5850	655	343	8	30468	11	877	2	Views
33186	11981	5850	655	343	8	32430	4	231	1	Views
33221	11981	5850	655	343	8	36005	4	711	4	Views
33259	11981	5850	655	343	8	45267	7	177	0	Views
33669	12329	1003	273	22	0	31442	2	925	4	Views
33670	12329	1003	273	22	0	31450	0	500	2	Views
33671	12329	1003	273	22	0	31455	6	308	1	Views
33672	12329	1003	273	22	0	31528	1	64	0	Views
33673	12329	1003	273	22	0	31530	3	800	2	Views
33674	12329	1003	273	22	0	31581	6	119	0	Views
33675	12329	1003	273	22	0	31648	4	147	2	Views
33676	12329	1003	273	22	0	31701	2	89	0	Views
33677	12329	1003	273	22	0	31711	3	213	2	Views
33678	12329	1003	273	22	0	31714	6	1118	9	Views
33679	12329	1003	273	22	0	31734	0	68	0	Views
33680	12329	1003	273	22	0	31746	4	4332	1	Views
33681	12329	1003	273	22	0	32134	1	133	7	Views
33682	12329	1003	273	22	0	39128	0	72	7	Views
33683	12329	1003	273	22	0	39132	3	171	3	Views
33684	12329	1003	273	22	0	39153	3	156	0	Views
33685	12329	1003	273	22	0	43353	1	42	0	Views
33686	12329	1003	273	22	0	46005	0	97	2	Views
33687	12329	1003	273	22	0	46155	1	95	1	Views
33688	12329	1003	273	22	0	46396	1	82	3	Views
33689	12329	1003	273	22	0	46565	1	123	1	Views
33690	12329	1003	273	22	0	46588	3	574	4	Views
33691	12329	1003	273	22	0	46632	1	31	0	Views
33692	12329	1003	273	22	0	46670	1	170	0	Views
33693	12329	1003	273	22	0	46711	0	100	0	Views
33694	12329	1003	273	22	0	46738	3	273	0	Views
33695	12329	1003	273	22	0	46739	2	134	0	Views
33696	12329	1003	273	22	0	46768	7	273	0	Views
33697	12329	1003	273	22	0	46866	0	142	0	Views
33698	12329	1003	273	22	0	46944	2	130	1	Views
33699	12329	1003	273	22	0	47027	1	196	0	Views
33700	12329	1003	273	22	0	47028	2	49	0	Views
33701	12329	1003	273	22	0	47030	0	198	0	Views
33702	12329	1003	273	22	0	47071	2	80	0	Views
33703	12329	1003	273	22	0	47088	2	57	5	Views
33704	12329	1003	273	22	0	47089	1	42	2	Views
33705	12329	1003	273	22	0	47198	2	152	0	Views
33706	12329	1003	273	22	0	47205	1	47	0	Views
33707	12329	1003	273	22	0	47290	1	58	6	Views
33879	12492	1537	228	44	0	31955	5	711	0	Views
33880	12492	1537	228	44	0	32029	2	370	3	Views
33881	12492	1537	228	44	0	32220	2	1196	2	Views
33882	12492	1537	228	44	0	32285	6	1701	0	Views
33883	12492	1537	228	44	0	32314	2	1196	1	Views
33884	12492	1537	228	44	0	32405	7	5174	1	Views
33885	12492	1537	228	44	0	32464	13	22718	1	Views
33886	12492	1537	228	44	0	32727	5	443	0	Views
33887	12492	1537	228	44	0	33265	1	365	0	Views
33888	12492	1537	228	44	0	33430	2	296	1	Views
33889	12492	1537	228	44	0	33432	4	2497	0	Views
33890	12492	1537	228	44	0	33502	2	1024	2	Views
33891	12492	1537	228	44	0	33547	12	801	2	Views
33971	12548	811	635	3	0	34736	0	126	0	Views
34163	12710	622	197	6	2	32594	0	143	0	Views
34164	12710	622	197	6	2	33543	4	531	3	Views
34165	12710	622	197	6	2	33558	3	141	1	Views
34167	12710	622	197	6	2	33652	1	145	2	Views
34168	12710	622	197	6	2	33656	3	80	3	Views
34169	12710	622	197	6	2	33659	3	2260	1	Views
34170	12710	622	197	6	2	33675	3	143	0	Views
34172	12710	622	197	6	2	33698	6	287	3	Views
34174	12710	622	197	6	2	33736	0	298	5	Views
34176	12710	622	197	6	2	33876	0	157	3	Views
34177	12710	622	197	6	2	33940	-1	229	1	Views
34185	12710	622	197	6	2	35861	0	44	5	Views
34187	12710	622	197	6	2	36093	1	711	3	Views
34188	12710	622	197	6	2	36191	2	67	0	Views
34189	12710	622	197	6	2	38086	0	93	5	Views
34190	12710	622	197	6	2	41891	1	86	0	Views
34191	12710	622	197	6	2	44279	3	442	1	Views
34192	12710	622	197	6	2	44335	2	66	6	Views
34193	12710	622	197	6	2	48260	1	135	3	Views
34560	13047	4577	250	79	3	41205	0	236	0	Views
34636	13138	3518	315	63	2	33859	2	481	9	Views
34638	13138	3518	315	63	2	34106	3	618	0	Views
34647	13138	3518	315	63	2	34493	4	816	0	Views
34650	13138	3518	315	63	2	35088	7	211	4	Views
34652	13138	3518	315	63	2	37455	4	266	0	Views
34654	13138	3518	315	63	2	43663	1	61	1	Views
34656	13138	3518	315	63	2	43988	1	203	0	Views
34662	13138	3518	315	63	2	44486	3	375	0	Views
34664	13138	3518	315	63	2	45539	0	2267	0	Views
34670	13138	3518	315	63	2	46270	0	217	8	Views
34671	13138	3518	315	63	2	46493	4	166	0	Views
35439	13898	12	445	0	0	35824	0	585	10	Views
35440	13898	12	445	0	0	35827	2	411	2	Views
35441	13898	12	445	0	0	37987	-9	178	5	Views
35692	14188	4096	337	107	0	37527	2	558	1	Views
35962	14434	2694	193	41	3	47438	4	202	6	Views
36220	14730	1443	301	386	2	38881	4	529	5	Views
36221	14730	1443	301	386	2	38897	2	188	0	Views
36231	14730	1443	301	386	2	39006	6	272	1	Views
36232	14730	1443	301	386	2	39007	1	396	0	Views
36233	14730	1443	301	386	2	39018	2	345	7	Views
36234	14730	1443	301	386	2	39027	12	320	2	Views
36238	14730	1443	301	386	2	39076	1	274	6	Views
36239	14730	1443	301	386	2	39077	1	466	6	Views
36240	14730	1443	301	386	2	39081	2	587	0	Views
36241	14730	1443	301	386	2	39082	16	924	16	Views
36246	14730	1443	301	386	2	39177	14	382	5	Views
36249	14730	1443	301	386	2	39188	4	150	0	Views
36250	14730	1443	301	386	2	39192	4	192	3	Views
36253	14730	1443	301	386	2	39240	2	118	3	Views
36257	14730	1443	301	386	2	46383	2	58	0	Views
36420	14860	1285	261	94	60	41014	3	466	0	Views
36421	14860	1285	261	94	60	43243	2	1344	0	Views
36428	14860	1285	261	94	60	45184	3	4282	5	Views
36624	16049	1460	183	288	1	46719	10	1348	2	Views
123	5	6792	1145	662	5	6	152	29229	5	UpVotes
131	5	6792	1145	662	5	103	28	1990	6	UpVotes
133	5	6792	1145	662	5	125	75	29261	2	UpVotes
145	5	6792	1145	662	5	423	156	64481	7	UpVotes
150	5	6792	1145	662	5	562	10	1005	1	UpVotes
160	5	6792	1145	662	5	898	5	725	1	UpVotes
177	5	6792	1145	662	5	1826	26	2762	1	UpVotes
182	5	6792	1145	662	5	1904	11	493	0	UpVotes
183	5	6792	1145	662	5	1906	7	455	3	UpVotes
185	5	6792	1145	662	5	1908	5	351	0	UpVotes
187	5	6792	1145	662	5	1912	3	286	7	UpVotes
190	5	6792	1145	662	5	2072	13	520	2	UpVotes
191	5	6792	1145	662	5	2077	21	9878	0	UpVotes
194	5	6792	1145	662	5	2149	22	4469	0	UpVotes
196	5	6792	1145	662	5	2167	11	709	3	UpVotes
198	5	6792	1145	662	5	2213	15	3182	2	UpVotes
201	5	6792	1145	662	5	2245	24	1475	2	UpVotes
254	8	6764	1089	604	25	1	23	1278	1	UpVotes
256	8	6764	1089	604	25	36	41	67396	7	UpVotes
260	8	6764	1089	604	25	114	30	1220	1	UpVotes
263	8	6764	1089	604	25	168	17	1022	1	UpVotes
264	8	6764	1089	604	25	170	56	7733	1	UpVotes
284	8	6764	1089	604	25	1173	13	1765	5	UpVotes
295	8	6764	1089	604	25	1529	8	498	2	UpVotes
313	8	6764	1089	604	25	2348	15	795	4	UpVotes
331	8	6764	1089	604	25	3460	29	1068	0	UpVotes
333	8	6764	1089	604	25	3532	12	422	0	UpVotes
336	8	6764	1089	604	25	3814	73	4526	2	UpVotes
345	8	6764	1089	604	25	5184	12	1575	3	UpVotes
397	22	591	90	693	6	47	7	312	2	UpVotes
399	22	591	90	693	6	73	24	5717	5	UpVotes
412	22	591	90	693	6	3849	2	720	2	UpVotes
413	22	591	90	693	6	3944	6	3547	0	UpVotes
422	22	591	90	693	6	8160	5	430	2	UpVotes
425	22	591	90	693	6	10554	5	313	0	UpVotes
427	22	591	90	693	6	12028	3	293	3	UpVotes
429	22	591	90	693	6	16721	2	2034	0	UpVotes
431	22	591	90	693	6	20106	1	483	6	UpVotes
439	25	4968	641	328	23	109	2	3980	2	UpVotes
458	25	4968	641	328	23	1844	13	3142	7	UpVotes
471	25	4968	641	328	23	12002	14	3883	6	UpVotes
475	25	4968	641	328	23	15350	5	842	0	UpVotes
481	25	4968	641	328	23	17378	3	3028	0	UpVotes
486	25	4968	641	328	23	29158	10	2305	14	UpVotes
492	25	4968	641	328	23	31591	21	1131	11	UpVotes
496	25	4968	641	328	23	35433	2	355	1	UpVotes
514	26	3150	257	138	7	7358	16	4065	1	UpVotes
524	26	3150	257	138	7	8570	8	365	0	UpVotes
529	26	3150	257	138	7	10006	5	353	2	UpVotes
535	26	3150	257	138	7	10421	2	52	0	UpVotes
548	26	3150	257	138	7	11300	2	50	5	UpVotes
717	57	126	7	93	0	95	5	446	0	UpVotes
788	69	530	174	630	6	23	10	7694	1	UpVotes
789	69	530	174	630	6	25	7	2095	4	UpVotes
790	69	530	174	630	6	30	7	705	2	UpVotes
791	69	530	174	630	6	33	5	1428	1	UpVotes
792	69	530	174	630	6	40	8	491	1	UpVotes
794	69	530	174	630	6	75	5	754	4	UpVotes
798	71	1936	328	2317	1	173	15	2519	0	UpVotes
802	71	1936	328	2317	1	1378	8	219	2	UpVotes
804	71	1936	328	2317	1	2272	71	24738	2	UpVotes
809	71	1936	328	2317	1	3064	9	345	4	UpVotes
811	71	1936	328	2317	1	3855	5	357	0	UpVotes
812	71	1936	328	2317	1	4394	9	7407	3	UpVotes
821	71	1936	328	2317	1	9596	2	284	0	UpVotes
990	88	14082	3320	4235	126	341	2	435	0	UpVotes
1006	88	14082	3320	4235	126	526	7	466	0	UpVotes
1012	88	14082	3320	4235	126	602	3	247	2	UpVotes
1016	88	14082	3320	4235	126	631	22	4341	0	UpVotes
1061	88	14082	3320	4235	126	2179	17	2486	0	UpVotes
1074	88	14082	3320	4235	126	2455	10	2740	0	UpVotes
1114	88	14082	3320	4235	126	4211	15	1230	0	UpVotes
1145	88	14082	3320	4235	126	6298	22	3093	4	UpVotes
1182	88	14082	3320	4235	126	10501	2	1356	0	UpVotes
1197	88	14082	3320	4235	126	12763	10	649	1	UpVotes
1261	88	14082	3320	4235	126	29717	4	316	0	UpVotes
1328	98	291	24	141	1	10484	8	320	0	UpVotes
1334	101	502	49	109	0	4120	6	451	2	UpVotes
1337	101	502	49	109	0	4809	0	528	1	UpVotes
1338	101	502	49	109	0	5788	6	1410	1	UpVotes
1340	101	502	49	109	0	12742	3	567	3	UpVotes
1342	101	502	49	109	0	16010	2	426	1	UpVotes
1456	144	1396	269	477	1	146	12	4419	3	UpVotes
1458	144	1396	269	477	1	612	12	3981	4	UpVotes
1461	144	1396	269	477	1	1081	3	556	2	UpVotes
1462	144	1396	269	477	1	1352	10	864	0	UpVotes
1464	144	1396	269	477	1	1764	17	1101	6	UpVotes
1465	144	1396	269	477	1	2591	7	2988	1	UpVotes
1469	144	1396	269	477	1	5128	7	282	0	UpVotes
1472	144	1396	269	477	1	6350	18	16285	5	UpVotes
1477	144	1396	269	477	1	10058	6	536	2	UpVotes
1478	144	1396	269	477	1	14741	1	120	1	UpVotes
1479	144	1396	269	477	1	15239	2	330	2	UpVotes
1480	144	1396	269	477	1	15322	4	575	1	UpVotes
1484	144	1396	269	477	1	20758	2	92	1	UpVotes
1490	144	1396	269	477	1	31358	5	360	1	UpVotes
1491	144	1396	269	477	1	32188	4	714	1	UpVotes
1513	159	18283	3781	1014	59	181	50	39097	0	UpVotes
1515	159	18283	3781	1014	59	213	51	9772	3	UpVotes
1523	159	18283	3781	1014	59	534	44	11149	6	UpVotes
1527	159	18283	3781	1014	59	622	15	3833	0	UpVotes
1549	159	18283	3781	1014	59	1444	66	28878	5	UpVotes
1583	159	18283	3781	1014	59	3752	12	366	6	UpVotes
1622	159	18283	3781	1014	59	13530	8	226	6	UpVotes
1756	174	792	78	163	4	539	34	9369	2	UpVotes
1757	174	792	78	163	4	1815	21	5593	4	UpVotes
1758	174	792	78	163	4	1955	4	194	0	UpVotes
1763	174	792	78	163	4	5771	3	385	0	UpVotes
1772	179	1416	147	352	10	3331	25	3894	6	UpVotes
1776	179	1416	147	352	10	4101	9	1264	0	UpVotes
1777	179	1416	147	352	10	7521	2	135	1	UpVotes
1778	179	1416	147	352	10	8107	5	7537	0	UpVotes
1779	179	1416	147	352	10	8750	3	2056	0	UpVotes
1780	179	1416	147	352	10	10386	4	279	4	UpVotes
1781	179	1416	147	352	10	13686	42	4982	2	UpVotes
1782	179	1416	147	352	10	14671	3	265	6	UpVotes
1783	179	1416	147	352	10	15635	5	1371	0	UpVotes
1784	179	1416	147	352	10	15784	6	323	8	UpVotes
1785	179	1416	147	352	10	16516	10	4454	1	UpVotes
1786	179	1416	147	352	10	16528	1	1540	5	UpVotes
1787	179	1416	147	352	10	16930	1	1204	1	UpVotes
1788	179	1416	147	352	10	18105	3	439	0	UpVotes
1790	179	1416	147	352	10	18745	6	635	9	UpVotes
1791	179	1416	147	352	10	24559	3	313	3	UpVotes
1792	179	1416	147	352	10	24613	3	522	4	UpVotes
1793	179	1416	147	352	10	27428	2	156	5	UpVotes
1794	179	1416	147	352	10	27429	6	1071	5	UpVotes
1797	179	1416	147	352	10	28772	3	684	0	UpVotes
1800	179	1416	147	352	10	30220	1	636	0	UpVotes
1801	179	1416	147	352	10	30423	2	111	0	UpVotes
1803	179	1416	147	352	10	30907	7	779	0	UpVotes
1805	179	1416	147	352	10	34407	1	56	0	UpVotes
1806	179	1416	147	352	10	35761	2	49	2	UpVotes
1807	179	1416	147	352	10	35819	4	426	2	UpVotes
1810	183	22625	4069	2496	45	203	16	6033	2	UpVotes
1814	183	22625	4069	2496	45	485	48	4470	3	UpVotes
1841	183	22625	4069	2496	45	1580	12	7655	2	UpVotes
1847	183	22625	4069	2496	45	1646	7	1032	3	UpVotes
1865	183	22625	4069	2496	45	1942	4	319	0	UpVotes
1867	183	22625	4069	2496	45	1980	53	2985	0	UpVotes
1873	183	22625	4069	2496	45	2022	4	157	0	UpVotes
1875	183	22625	4069	2496	45	2061	11	1054	1	UpVotes
1881	183	22625	4069	2496	45	2259	3	824	0	UpVotes
1889	183	22625	4069	2496	45	2432	13	1030	3	UpVotes
1892	183	22625	4069	2496	45	2469	9	5812	0	UpVotes
1895	183	22625	4069	2496	45	2648	6	279	3	UpVotes
1899	183	22625	4069	2496	45	2777	19	2472	0	UpVotes
1905	183	22625	4069	2496	45	2966	6	156	0	UpVotes
1907	183	22625	4069	2496	45	3006	8	634	0	UpVotes
1908	183	22625	4069	2496	45	3038	15	3712	4	UpVotes
1911	183	22625	4069	2496	45	3100	3	267	4	UpVotes
1912	183	22625	4069	2496	45	3180	7	225	4	UpVotes
1915	183	22625	4069	2496	45	3466	23	10853	4	UpVotes
1916	183	22625	4069	2496	45	3542	38	1548	9	UpVotes
1918	183	22625	4069	2496	45	3730	47	49948	0	UpVotes
1923	183	22625	4069	2496	45	4131	6	725	2	UpVotes
1927	183	22625	4069	2496	45	4429	20	1199	2	UpVotes
1928	183	22625	4069	2496	45	4466	26	672	1	UpVotes
1931	183	22625	4069	2496	45	4500	6	347	0	UpVotes
1932	183	22625	4069	2496	45	4501	3	440	6	UpVotes
1934	183	22625	4069	2496	45	4898	7	1866	0	UpVotes
1936	183	22625	4069	2496	45	5238	13	3751	2	UpVotes
1938	183	22625	4069	2496	45	5249	16	470	6	UpVotes
1940	183	22625	4069	2496	45	5418	39	1764	2	UpVotes
1954	183	22625	4069	2496	45	7285	9	217	6	UpVotes
1973	183	22625	4069	2496	45	9304	5	52	0	UpVotes
1987	183	22625	4069	2496	45	9988	3	601	8	UpVotes
1991	183	22625	4069	2496	45	10020	9	1271	0	UpVotes
1993	183	22625	4069	2496	45	10079	32	37288	0	UpVotes
1997	183	22625	4069	2496	45	10137	2	1069	0	UpVotes
2003	183	22625	4069	2496	45	10884	6	10288	7	UpVotes
2009	183	22625	4069	2496	45	11189	3	880	0	UpVotes
2010	183	22625	4069	2496	45	11191	5	831	0	UpVotes
2013	183	22625	4069	2496	45	11255	11	241	0	UpVotes
2025	183	22625	4069	2496	45	11616	4	438	0	UpVotes
2029	183	22625	4069	2496	45	11653	3	1859	0	UpVotes
2036	183	22625	4069	2496	45	12663	4	169	1	UpVotes
2041	183	22625	4069	2496	45	13146	1	202	4	UpVotes
2042	183	22625	4069	2496	45	13148	19	507	7	UpVotes
2062	183	22625	4069	2496	45	14067	17	437	3	UpVotes
2093	183	22625	4069	2496	45	16262	7	666	0	UpVotes
2099	183	22625	4069	2496	45	16454	8	507	5	UpVotes
2104	183	22625	4069	2496	45	16631	16	727	0	UpVotes
2106	183	22625	4069	2496	45	16646	7	767	3	UpVotes
2108	183	22625	4069	2496	45	16698	2	105	0	UpVotes
2130	183	22625	4069	2496	45	19729	4	4610	5	UpVotes
2135	183	22625	4069	2496	45	20093	5	526	0	UpVotes
2157	183	22625	4069	2496	45	30294	8	381	2	UpVotes
2159	183	22625	4069	2496	45	30303	13	7307	12	UpVotes
2170	183	22625	4069	2496	45	30736	4	221	0	UpVotes
2171	183	22625	4069	2496	45	30790	1	1393	0	UpVotes
2209	190	1166	146	482	24	212	3	430	0	UpVotes
2224	190	1166	146	482	24	573	10	1043	3	UpVotes
2225	190	1166	146	482	24	590	2	242	3	UpVotes
2228	190	1166	146	482	24	723	7	1836	0	UpVotes
2230	190	1166	146	482	24	3167	4	400	0	UpVotes
2231	190	1166	146	482	24	3476	14	16090	0	UpVotes
2232	190	1166	146	482	24	3695	9	3928	0	UpVotes
2233	190	1166	146	482	24	15741	1	994	0	UpVotes
2234	190	1166	146	482	24	15798	1	3791	1	UpVotes
2239	196	6140	649	497	114	225	7	617	2	UpVotes
2245	196	6140	649	497	114	305	27	2939	0	UpVotes
2246	196	6140	649	497	114	362	14	25597	0	UpVotes
2247	196	6140	649	497	114	575	14	6570	3	UpVotes
2248	196	6140	649	497	114	577	79	22354	2	UpVotes
2250	196	6140	649	497	114	608	19	1244	9	UpVotes
2257	196	6140	649	497	114	1012	0	538	3	UpVotes
2261	196	6140	649	497	114	1256	5	757	4	UpVotes
2263	196	6140	649	497	114	1286	4	3092	7	UpVotes
2264	196	6140	649	497	114	1412	3	575	1	UpVotes
2265	196	6140	649	497	114	1413	2	529	1	UpVotes
2266	196	6140	649	497	114	1432	26	15463	3	UpVotes
2269	196	6140	649	497	114	1583	3	357	0	UpVotes
2273	196	6140	649	497	114	1749	5	372	0	UpVotes
2278	196	6140	649	497	114	2390	6	2551	0	UpVotes
2284	196	6140	649	497	114	4052	12	1696	0	UpVotes
2287	196	6140	649	497	114	4544	12	6703	2	UpVotes
2295	196	6140	649	497	114	4753	5	786	0	UpVotes
2299	196	6140	649	497	114	5007	29	34044	3	UpVotes
2303	196	6140	649	497	114	5352	3	208	1	UpVotes
2306	196	6140	649	497	114	5517	11	4417	2	UpVotes
2308	196	6140	649	497	114	5912	7	1271	0	UpVotes
2310	196	6140	649	497	114	6557	6	2712	1	UpVotes
2311	196	6140	649	497	114	6684	2	3053	3	UpVotes
2313	196	6140	649	497	114	9519	3	177	0	UpVotes
2314	196	6140	649	497	114	13132	8	1019	7	UpVotes
2316	196	6140	649	497	114	13197	17	8410	4	UpVotes
2319	196	6140	649	497	114	13411	2	63	0	UpVotes
2321	196	6140	649	497	114	14323	4	879	0	UpVotes
2323	196	6140	649	497	114	15771	7	298	2	UpVotes
2324	196	6140	649	497	114	22832	8	174	9	UpVotes
2330	196	6140	649	497	114	25745	0	291	3	UpVotes
2336	196	6140	649	497	114	47736	0	146	12	UpVotes
2362	199	1815	188	149	3	242	12	470	5	UpVotes
2364	199	1815	188	149	3	481	7	885	0	UpVotes
2366	199	1815	188	149	3	1637	20	6142	1	UpVotes
2368	199	1815	188	149	3	2385	6	283	3	UpVotes
2369	199	1815	188	149	3	3841	10	131	1	UpVotes
2370	199	1815	188	149	3	4383	8	1216	3	UpVotes
2372	199	1815	188	149	3	4713	17	4854	0	UpVotes
